Date,AAPL,AMZN,BRK.B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V
2021-03-26,94071200,66258000,,27978000,7619200,17629200,25479900,363968000,101558400,7399900
2021-03-29,80819200,54920000,,26492000,8535100,21718800,25227500,273520000,85911000,7792300
2021-03-30,85671900,46752000,,27312000,7236300,17474500,24792000,200204000,118297200,5498000
2021-03-31,118323800,61878000,,42570000,8281500,19498200,43623500,314776000,100011900,13180000
2021-04-01,75089100,58806000,,39880000,7229700,17616000,30338000,308276000,105895200,6138400
2021-04-05,88651200,66698000,,48510000,7387100,28237000,36910600,255672000,125528400,10440500
2021-04-06,80171300,50756000,,35240000,5074200,17335200,22931900,191744000,84815400,7828100
2021-04-07,83466700,66924000,,24134000,4608000,22855200,22719800,251284000,78928200,5614300
2021-04-08,88844600,56242000,,28664000,5039400,20894100,23625200,244416000,71772900,11042000
2021-04-09,106686700,86830000,,26146000,8418300,15988600,24326800,195172000,64311300,5724900
2021-04-12,91420000,65636000,,25024000,5022800,10881900,27148700,869324000,87407100,6315200
2021-04-13,91266500,66316000,,25682000,18424100,14036900,23837500,676212000,133958400,4764000
2021-04-14,87222800,62904000,,21002000,7718300,17421400,23070900,385500000,147052200,4972600
2021-04-15,89347100,64672000,,29174000,7524600,14558300,25627500,598480000,83546700,8698100
2021-04-16,84922400,63720000,,26282000,9049400,13059200,24878600,335208000,83938500,6829400
2021-04-19,94264200,54508000,,30290000,8353500,14553500,23209300,404420000,119058600,6541600
2021-04-20,94812300,52460000,,22288000,14050700,16796400,19722900,334132000,106827000,5799100
2021-04-21,68847100,44224000,,23204000,6333200,14863500,24030400,216776000,93646500,9490600
2021-04-22,84566500,51612000,,24146000,7233000,16375400,25606200,277788000,106770900,7303000
2021-04-23,78657500,63856000,,29066000,6015300,17536800,21462600,227500000,85110000,5345200
2021-04-26,66905100,97614000,,32038000,6027800,16172600,19763300,197796000,93115500,5650000
2021-04-27,66015800,76542000,,44386000,6217700,15309300,31014200,164572000,88311000,6642100
2021-04-28,107760100,92638000,,81106000,7448000,33907200,46903100,209416000,66813000,10111400
2021-04-29,151101000,153648000,,41234000,6394300,56526800,40589000,173196000,86536200,7411400
2021-04-30,109839500,140186000,,44856000,9079100,26332400,30945100,201912000,122276100,10260200
2021-05-03,75135100,117510000,,28242000,6594100,18719500,19626600,203912000,81129300,8174400
2021-05-04,137564700,108788000,,44818000,10179500,24032600,32756100,405324000,89217900,5884500
2021-05-05,84000900,74226000,,26636000,7792300,15577600,21901300,292024000,65705700,6523200
2021-05-06,78128300,88954000,,25190000,5529900,19012200,26491100,193380000,83353800,6124100
2021-05-07,78973300,94206000,,28898000,5316200,15916700,27032900,229328000,70407600,4528700
2021-05-10,88071200,116772000,,30914000,8357500,24239200,29299900,268904000,94177200,9627400
2021-05-11,126142800,92396000,,34186000,8217900,18920100,33641600,285584000,139511700,7633300
2021-05-12,112172300,98728000,,46376000,6758300,24645500,36684400,303408000,101470800,7721300
2021-05-13,105861300,67018000,,33204000,8018600,18079200,29624300,285404000,132554700,6650100
2021-05-14,81918000,66500000,,31996000,5797700,19245700,23901100,258616000,100112700,4777200
2021-05-17,74244600,74478000,,21598000,5722600,15401300,24970200,216980000,97171200,5534200
2021-05-18,63342900,56568000,,22204000,5846000,14522400,20168000,186256000,110491800,6900000
2021-05-19,92612000,53594000,,23684000,5533800,19106200,25739800,344000000,118735200,9311900
2021-05-20,76857100,52664000,,32352000,4853200,17320200,21800700,321592000,92463300,7478600
2021-05-21,79295400,82098000,,40632000,6501800,13600900,21863100,672992000,78091800,5603900
2021-05-24,63092900,48456000,,31832000,5195100,16445400,21411500,554816000,103674300,4040100
2021-05-25,72009500,65222000,,22440000,7444700,16437000,17704300,435408000,84017700,4689100
2021-05-26,56575900,47680000,,21572000,5726400,9686900,17771600,370440000,85917900,4295600
2021-05-27,94625600,51224000,,35224000,8114700,20477700,24426200,581476000,79111800,5969600
2021-05-28,71311100,46596000,,21482000,6400800,12037400,18270200,644536000,68211000,5779700
2021-06-01,67637100,48600000,,23354000,10448400,11765900,23213300,472804000,54254700,5091500
2021-06-02,59278900,40290000,,21158000,6806000,11654300,19406700,594168000,69908400,9081100
2021-06-03,76229200,47966000,,18696000,5808800,12610800,25307700,580008000,90335700,6382400
2021-06-04,75169300,44994000,,24458000,6510300,13289400,25281100,617120000,72110700,5085700
2021-06-07,71057600,44316000,,24120000,5362800,20136700,23079200,575756000,67631100,5421300
2021-06-08,74403800,68334000,,24240000,7746800,14580500,22455000,323848000,78160200,4170600
2021-06-09,56877900,49110000,,17942000,5552600,13727900,17937600,381656000,49753800,4659000
2021-06-10,71186400,69530000,,25904000,6463100,13240200,24563600,287772000,71758800,4452500
2021-06-11,53522400,56348000,,21958000,7389900,13587900,18999700,416308000,48615900,5378300
2021-06-14,96906500,51394000,,22098000,4931300,12250800,19150500,321376000,61272000,5805800
2021-06-15,62746300,48524000,,21562000,5062900,15795200,18038900,243032000,53292300,7093800
2021-06-16,91815000,84056000,,26472000,6988500,17232200,27220000,307124000,66432300,8905400
2021-06-17,96721700,102730000,,25842000,5874700,17794100,27565500,809656000,68104200,6876700
2021-06-18,108953300,104954000,,46116000,12993000,23039500,37202200,968856000,73682700,8840000
2021-06-21,79663300,65542000,,27414000,6592300,11337500,26696100,672384000,74438100,7298400
2021-06-22,74783600,66902000,,22390000,5627800,15345300,24694100,580144000,57476700,8858400
2021-06-23,60214200,56266000,,19148000,4493400,14817800,19518700,332356000,93297600,6814700
2021-06-24,68711000,76640000,,21362000,4549200,12329100,21446900,320924000,137947200,4611500
2021-06-25,70783700,78820000,,34594000,10963800,14594400,25611100,278364000,97490100,7825200
2021-06-28,62111300,44856000,,28526000,5604000,29156100,19590000,495436000,64884600,9301700
2021-06-29,64556100,41968000,,23108000,3749500,21417300,19937800,367632000,52143900,11897700
2021-06-30,63261400,48080000,,24474000,6151700,15107500,21656500,326568000,56774700,7797100
2021-07-01,52485800,40742000,,18110000,6320200,17137000,16725300,480136000,55903500,5329600
2021-07-02,78852600,63388000,,25982000,9059900,11521300,26458000,342764000,81163500,4383700
2021-07-06,108181800,134896000,,26404000,6098500,13488500,31565600,446708000,69853500,8048700
2021-07-07,104911600,106562000,,24060000,6293500,14218900,23260000,418428000,56376000,4366100
2021-07-08,105575500,103612000,,23790000,5755500,14406500,24618600,503300000,68319900,6388000
2021-07-09,99890800,74964000,,18632000,6120900,13018700,23916700,296624000,54421500,5615900
2021-07-12,76299700,51432000,,17668000,7840500,10018600,18931700,321984000,77781000,7010700
2021-07-13,100827100,76918000,,19240000,4691200,11456000,26120100,290708000,62898300,8079200
2021-07-14,127050800,65932000,,23742000,6162900,13894200,23113700,380100000,64923600,8693400
2021-07-15,106820300,63706000,,24218000,6656900,14781600,22604200,550564000,60628800,10135100
2021-07-16,93251400,80874000,,20424000,5834900,11026100,26186800,688224000,49113000,8674500
2021-07-19,121434600,75692000,,27968000,8219700,14372300,32935600,749060000,63891300,11474600
2021-07-20,96350000,65114000,,26312000,9902800,11024300,26259700,434687000,46461300,7072300
2021-07-21,74993500,46380000,,20746000,7585200,9279700,24364300,371017000,41859900,11241400
2021-07-22,77338200,65308000,,14302000,5281900,12385400,23384100,323826000,45317100,10293600
2021-07-23,71447400,48726000,,41506000,5014900,33694300,22768100,195672000,43814700,6766000
2021-07-26,72434100,58002000,,30572000,4484900,14925200,23176100,203943000,76009800,4879000
2021-07-27,104818600,82638000,,54710000,7089300,15705400,33604100,248863000,98439900,7038300
2021-07-28,118931200,59988000,,95130000,5750700,29676900,33566900,202191000,48019800,9036500
2021-07-29,56699500,110400000,,31716000,4214100,33413200,18168300,190781000,91183800,7495300
2021-07-30,70440600,199312000,,25576000,5346400,15976200,20944800,183497000,88969200,5804700
2021-08-02,62880000,67078000,,21634000,3721500,13180400,16267400,217444000,100847400,9989500
2021-08-03,64786600,83146000,,20762000,6033000,12406100,17879000,301811000,64860900,9839000
2021-08-04,56368300,43678000,,19676000,4793100,14180600,16191300,231309000,51007800,8171800
2021-08-05,46397700,48670000,,17870000,4291000,10247200,13900200,211435000,38758800,5337500
2021-08-06,54126800,52752000,,20488000,4581100,8925000,16589300,178497000,46869000,4509700
2021-08-09,48908700,42964000,,17760000,3950200,7798900,16117600,146443000,44145900,5226900
2021-08-10,69023100,48252000,,19414000,3678300,7469900,18616600,179238000,40296900,7185700
2021-08-11,48493500,58944000,,15352000,4221300,8400300,13955900,185925000,29401800,7375700
2021-08-12,72282600,46282000,,16506000,4300400,7170700,14561300,151652000,52377300,9867000
2021-08-13,59375000,41134000,,15948000,5882100,7195700,18249000,183063000,50194500,5445400
2021-08-16,103296000,66394000,,22384000,4782800,11222100,22507600,210876000,68032200,7575900
2021-08-17,92229700,67758000,,21716000,6041900,12328700,20075300,204585000,71163900,6850500
2021-08-18,86326000,56086000,,19258000,7134100,10042400,21813000,285913000,61048200,4996500
2021-08-19,86960300,75658000,,21782000,5615000,12004500,29850500,766555000,42940500,5761300
2021-08-20,60549600,67168000,,31194000,5428700,8697700,40817600,675741000,44525700,5522200
2021-08-23,60131800,65362000,,28454000,6461700,10942000,22830200,575807000,60794700,6342000
2021-08-24,48606400,51036000,,19268000,5734800,9235100,18175800,297299000,39249300,5081800
2021-08-25,58991300,33606000,,15848000,5700300,9684500,20006100,347701000,37936800,5277100
2021-08-26,48597200,41976000,,20610000,5031600,7888700,17666100,237940000,39642900,5889100
2021-08-27,55802400,48048000,,28780000,7046100,11219100,22605700,304722000,41501400,6369000
2021-08-30,90956700,63844000,,24434000,3252700,13547300,16348100,262580000,55812600,6448000
2021-08-31,86453100,87128000,,22448000,7106800,12345400,26285300,259850000,62566200,9405100
2021-09-01,80313700,72598000,,21936000,5327400,11567200,18983800,201767000,39612900,8177600
2021-09-02,71115500,58474000,,32342000,4544300,14832900,16285600,187834000,38331900,19708800
2021-09-03,57808700,51514000,,19850000,4096900,7509600,14747900,280532000,45738300,11532000
2021-09-07,82278300,54758000,,20124000,6859900,10793800,17180400,198107000,60119400,9662600
2021-09-08,74420200,61068000,,18344000,4661700,11067200,15046800,254434000,56379000,10652600
2021-09-09,57305700,54384000,,15314000,7114600,9098900,19927000,196856000,42233100,5853000
2021-09-10,140893200,47946000,,36840000,6699300,11549600,19633400,248376000,45552600,6715400
2021-09-13,102404300,51380000,,22094000,6273500,13026300,23652900,297500000,68857500,6808100
2021-09-14,109296300,38738000,,19674000,5259600,8711600,21853400,199755000,55574700,6575700
2021-09-15,83281300,59150000,,27408000,7935300,17940300,28356300,166538000,46073100,6535800
2021-09-16,68034100,51672000,,26190000,5665400,11934200,19550800,156033000,41770200,5928500
2021-09-17,129868800,92332000,,53384000,13419800,26299000,41372500,294503000,84612600,13787400
2021-09-20,123478900,93382000,,46518000,7270800,19822800,38278700,349440000,74273100,8822600
2021-09-21,75834000,55618000,,25332000,6663600,11751900,22364100,204688000,48992100,7033600
2021-09-22,76404300,48228000,,25056000,5657100,43692900,26626300,268726000,45378900,6005900
2021-09-23,64838200,47588000,,20952000,4697900,21806300,18604600,248555000,35842500,7952700
2021-09-24,53477900,42324000,,22984000,4399300,18801900,14999000,217655000,64119000,6461200
2021-09-27,74150700,72690000,,21882000,5775500,15205800,23571700,245215000,84212100,6881100
2021-09-28,108972300,88616000,,45772000,7610400,21710300,43186200,343069000,76144200,6951400
2021-09-29,74602000,51246000,,30848000,5124100,14452200,26353700,218394000,62828700,6432700
2021-09-30,89056700,56848000,,37996000,6972300,16547100,32343600,221009000,53868000,7128500
2021-10-01,94639600,56712000,,35360000,8568300,14905300,30086300,240978000,51094200,7925400
2021-10-04,98322000,90462000,,51202000,8620700,42885000,31350700,345635000,91449900,10283400
2021-10-05,80861100,65384000,,32404000,5129000,35377900,24993000,279282000,55297800,5814000
2021-10-06,83221100,50660000,,24364000,7312600,26443000,28002600,297202000,43898400,5420900
2021-10-07,61732700,48182000,,25110000,5309200,28307500,20430500,256919000,57587400,6561900
2021-10-08,58773200,39964000,,26526000,4343200,15946100,17685700,151258000,50215800,3735200
2021-10-11,64452200,40684000,,17954000,4101600,14708200,19298600,163388000,42600900,5620200
2021-10-12,73035900,36392000,,36332000,6686400,31658700,17974100,162134000,66060000,5448200
2021-10-13,78762700,48402000,,19654000,6901100,14761500,23416300,180652000,42360300,9076000
2021-10-14,69907100,42190000,,31894000,4579200,14302200,27262900,243589000,36741600,5590500
2021-10-15,67940300,103598000,,30274000,6918400,21596400,25384800,226994000,56773800,6355100
2021-10-18,85589200,63482000,,20396000,7465500,21585000,22729300,189494000,72621600,5580200
2021-10-19,76378900,47722000,,20164000,10081300,18786300,17682100,161473000,52143300,4409700
2021-10-20,58418800,42796000,,23288000,6003200,13639500,16537100,146276000,42096300,5401800
2021-10-21,61421000,37628000,,26292000,4524100,16354400,16918100,187590000,94444500,5982200
2021-10-22,58883400,62782000,,50588000,4304300,35224500,17449300,249384000,68642400,3788000
2021-10-25,50720600,44520000,,34412000,6715400,38409000,17554500,230235000,188556300,4938700
2021-10-26,60893400,53966000,,49236000,6939100,65654000,28107300,485898000,187245000,7814500
2021-10-27,56094900,54044000,,85782000,7018800,29971800,52588700,245990000,115579500,22958100
2021-10-28,100077900,114174000,,36206000,6278800,50806800,26297900,234204000,81639600,23199400
2021-10-29,124953200,129722000,,43320000,8526800,37059400,34766000,292503000,89755200,14329800
2021-11-01,74588300,72178000,,46924000,5846400,31518900,27073200,265740000,168146100,13210300
2021-11-02,69122000,52552000,,33482000,8450600,28353000,26487100,294112000,128213400,14688700
2021-11-03,54511500,67944000,,27494000,6717800,20786500,21500100,239910000,103885500,11486700
2021-11-04,60394600,107060000,,38412000,8224400,22495300,23992200,1153631000,76192200,11368200
2021-11-05,65463900,99940000,,38354000,6215900,26872800,22570100,851260000,64886400,14273600
2021-11-08,55020900,61480000,,23052000,5578800,18342500,20897000,503101000,100337100,13500100
2021-11-09,56787900,85898000,,19530000,6112800,17556700,21307400,646746000,177317400,11535000
2021-11-10,65187100,80548000,,29970000,6225100,21872600,25500900,636206000,128408100,10063600
2021-11-11,41000000,45288000,,16518000,4118800,12376600,16849800,332172000,67189800,13546900
2021-11-12,63804000,53788000,,22360000,18995200,25414300,23831000,413054000,76719300,7660500
2021-11-15,59222800,58594000,,23508000,7496200,25076600,16723000,384909000,104326800,9596900
2021-11-16,59256200,44342000,,18904000,7594700,18181100,20886800,264484000,79627200,8719600
2021-11-17,88807000,51206000,,19594000,5414500,13602800,19053400,428508000,94336200,38379600
2021-11-18,137827700,114070000,,35608000,6358700,17487200,22463500,781711000,62696700,18292200
2021-11-19,117305600,98734000,,33682000,7620700,26488500,21963400,533867000,64926900,18032600
2021-11-22,117467900,96844000,,30594000,7634500,27116800,31031100,754335000,99217500,21185800
2021-11-23,96041900,73804000,,27218000,7734000,17225000,30427600,532163000,108515100,14742700
2021-11-24,69463600,46560000,,18040000,5230900,13566200,21661300,435162000,67680600,12026800
2021-11-26,76959800,59826000,,30470000,8523100,14750700,24217200,283069000,35042700,10987600
2021-11-29,88748200,65312000,,32596000,9188500,16650900,28563500,454964000,58393500,14633500
2021-11-30,174048100,80022000,,42068000,14981700,25390000,42885600,622066000,81276000,16023000
2021-12-01,152052500,74916000,,34020000,9835800,30329600,33337600,484368000,68450400,13204900
2021-12-02,136739200,64726000,,29194000,11334700,24396200,30766000,472890000,73114800,13976300
2021-12-03,118023100,80712000,,41230000,8750500,27471000,41779300,544325000,92322000,10660500
2021-12-06,107497000,68860000,,30618000,9692000,21758300,30032600,658938000,81663000,10722100
2021-12-07,120405400,66410000,,32240000,8311300,18794000,31021900,593053000,56084700,11897200
2021-12-08,116998900,45254000,,24270000,6216400,19937700,24761000,475551000,41906400,11749200
2021-12-09,108923700,46062000,,23270000,8574200,16879200,22214200,488507000,59438400,10176800
2021-12-10,115402700,60690000,,24458000,6572200,14528000,38095700,488825000,59664300,8882700
2021-12-13,153237000,62170000,,27070000,11142300,22948700,28899400,598344000,78595500,8844300
2021-12-14,139380400,55976000,,38446000,10482400,20461000,44438700,667035000,70806300,9832300
2021-12-15,131063300,75794000,,36370000,8552200,24681300,35381100,698297000,75169200,10892500
2021-12-16,150185800,60876000,,33650000,8998600,22635000,35034800,707366000,82771500,8548400
2021-12-17,195432700,85542000,,50416000,16726200,40012600,47750300,713758000,100437300,11578400
2021-12-20,107499100,57372000,,27192000,7954500,17901800,28326500,461847000,56480100,9434400
2021-12-21,91185900,55956000,,28756000,7954200,16116800,24740600,524385000,71517900,6993700
2021-12-22,92135300,55036000,,26322000,4178200,16764600,24831500,395184000,93634200,6003400
2021-12-23,68356600,36788000,,26384000,3501500,13987700,19617800,343022000,92713200,4798200
2021-12-27,74919600,58688000,,15976000,3704800,17795000,19947000,403686000,71145900,4818400
2021-12-28,79144300,54638000,,18200000,3187000,16637600,15661500,420591000,60324000,4279800
2021-12-29,62348900,35754000,,17788000,3662000,10747000,15042000,343139000,56154000,3223100
2021-12-30,59773000,37584000,,15688000,4231800,10593300,15994500,308864000,47040900,3812800
2021-12-31,64062300,47830000,,18136000,4409500,12870500,18000800,266530000,40733700,4723300
2022-01-03,104487900,63520000,,28646000,6012200,14537900,28865100,391547000,103931400,7694500
2022-01-04,99310400,70726000,,28400000,6748400,15998000,32674300,527154000,100248300,10629300
2022-01-05,94537600,64302000,,54618000,7016100,20564500,40054300,498064000,80119800,9594600
2022-01-06,96904000,51958000,,37348000,7301600,27962800,39646100,454186000,90336600,7877500
2022-01-07,86709100,46606000,,29760000,6986000,14722000,32720000,409939000,84164700,10702100
2022-01-10,106765600,87798000,,44408000,7698400,24942400,44289500,594681000,91815000,11978600
2022-01-11,76138300,62806000,,28730000,8341100,16226800,29386800,404089000,66063300,8803100
2022-01-12,74805200,50030000,,26108000,8116200,14104900,34372200,383413000,83739000,6923300
2022-01-13,84505800,52188000,,31436000,6159400,14797100,45366000,540171000,97209900,8867700
2022-01-14,80440800,45974000,,29662000,5847700,16868500,39846400,395832000,72924300,8838100
2022-01-18,90956700,67292000,,34872000,7815600,22645600,42333200,424270000,66743400,9099300
2022-01-19,94815000,53242000,,28648000,5926500,20814700,45933900,488315000,75442500,9399800
2022-01-20,91420500,71974000,,29908000,6011300,16925000,35380700,435181000,70488600,8532700
2022-01-21,122848900,163972000,,55652000,10550300,28710700,57984400,718958000,103416000,16200200
2022-01-24,162294600,155624000,,76622000,14054600,38878100,85731500,913982000,151565700,16054000
2022-01-25,115798400,90824000,,46960000,14081200,25108500,72848600,664616000,86595900,12125500
2022-01-26,108275300,95602000,,49130000,9963200,28348800,90428900,755959000,104867400,10817600
2022-01-27,121954600,77516000,,31950000,9066700,21629900,53481300,573353000,147109500,12009800
2022-01-28,179935700,74392000,,34362000,9783100,21871600,49743700,543774000,134789100,26425300
2022-01-31,115541600,78308000,,39986000,8054800,21579500,46444500,564680000,104436000,12380600
2022-02-01,86213900,59220000,,68644000,8154700,18023800,40950400,518925000,73138200,12247200
2022-02-02,84914300,87330000,,123200000,7382800,58458300,36636000,543419000,66792900,10590500
2022-02-03,89418100,225532000,,71518000,6240400,188119900,43730000,410178000,78855600,9968000
2022-02-04,82465400,253456000,,57998000,6392200,89342200,35096500,354829000,73625400,10848100
2022-02-07,77251200,102624000,,54974000,6065700,88613800,28533300,376868000,60994500,5984500
2022-02-08,74829200,76040000,,54284000,6296100,94729700,32421200,410359000,50729100,7542000
2022-02-09,71285000,68786000,,40144000,5387500,86563300,31284700,524282000,52259400,7772800
2022-02-10,90865900,68268000,,39330000,10355300,49310400,45386200,513200000,66126900,6794600
2022-02-11,98670700,77100000,,39958000,13125300,46156900,39175600,605472000,79645800,7535200
2022-02-14,86185500,83230000,,34302000,8967600,38184000,36359500,440424000,67756500,8280800
2022-02-15,62527400,56440000,,26680000,6631400,42685500,27058300,699869000,57286200,9461700
2022-02-16,61177400,52704000,,25022000,8482400,45817500,29982100,732676000,51294300,9561300
2022-02-17,69589300,64032000,,38950000,6227600,38747500,32461600,810595000,55178400,8131200
2022-02-18,82772700,63604000,,45620000,6423200,37128400,34264000,761255000,68501700,8121200
2022-02-22,91162800,66128000,,44990000,6868900,39852400,41736100,633422000,83288100,9928800
2022-02-23,90009200,64244000,,32786000,8016900,44481400,37811200,566511000,95256900,8669900
2022-02-24,141147500,100786000,,54456000,12883400,49957200,56989700,735801000,135322200,13463400
2022-02-25,91974200,62396000,,36406000,11340400,37627600,32546700,528866000,76067700,8463600
2022-02-28,95056600,57684000,,38864000,9373500,34239800,34627500,477319000,99006900,8409400
2022-03-01,83474400,44874000,,26496000,8737800,27094900,31217800,412056000,74766900,9317800
2022-03-02,79724800,47334000,,23520000,6793300,29452100,31873000,389642000,74643300,8865700
2022-03-03,76678400,65198000,,24604000,7333700,27263500,27314500,365095000,61623600,8610000
2022-03-04,83737200,60934000,,30430000,6302500,32130900,32356500,431415000,66999600,10912300
2022-03-07,96418800,86934000,,45112000,11663400,38560600,43157200,450821000,72494100,13412400
2022-03-08,131148300,91662000,,40428000,11100300,37508100,48159500,557467000,80399100,11070900
2022-03-09,91454900,82656000,,37026000,7248200,31894700,35204500,492742000,59184000,8457600
2022-03-10,105342000,135062000,,27102000,6171400,24853000,30628000,428066000,58648500,7061600
2022-03-11,96970100,68900000,,31526000,5188000,34694500,27209300,367209000,67037100,5432100
2022-03-14,108732100,74086000,,38812000,7729500,31010500,30660700,385354000,71152200,7994700
2022-03-15,92964300,75584000,,30920000,10554400,31721700,34245100,491996000,66841200,8277700
2022-03-16,102300200,84958000,,35576000,9603300,40640300,37826300,671422000,84028800,9232300
2022-03-17,75615400,72934000,,28264000,7472100,29499700,30816600,471941000,66582900,6668500
2022-03-18,123511700,102962000,,44566000,13809500,52128000,43390600,730719000,100414200,14620800
2022-03-21,95811400,66538000,,26832000,7574900,30142300,28351200,591727000,81981600,6101500
2022-03-22,81532000,64086000,,35496000,8442100,31998800,27599700,547007000,105868500,6259900
2022-03-23,98062700,55812000,,25154000,5254200,23717300,25715400,502120000,120676200,6008000
2022-03-24,90131400,56798000,,26396000,5012300,31502300,24484500,877379000,68920800,5487000
2022-03-25,80546200,49032000,,24126000,4809500,40039000,22566500,579016000,62031600,5051400
2022-03-28,90371900,59854000,,35050000,5604200,26224100,29578200,425494000,102506100,4316800
2022-03-29,100589400,66154000,,34318000,5933400,31417900,30393400,488984000,73614900,8032500
2022-03-30,92633200,56168000,,19884000,6277600,25588000,28163600,463487000,59865000,7084000
2022-03-31,103049300,59966000,,37524000,11490400,24192300,33422100,523440000,48992700,10759500
2022-04-01,78751300,57090000,,25942000,6525600,19544800,27110500,517235000,54263100,6559600
2022-04-04,76468400,49882000,,25942000,6860600,28054800,24289600,397120000,82035900,8521200
2022-04-05,73401800,53728000,,21418000,7446100,29727200,23156700,436615000,80075100,4658000
2022-04-06,89058800,79056000,,32468000,10330900,28995100,40110400,703833000,89348400,7430000
2022-04-07,77594700,68136000,,26234000,7385200,21037200,31411200,557992000,79447200,6995100
2022-04-08,76575500,46002000,,25142000,7144500,18375700,24361900,524781000,55013700,5438600
2022-04-11,72246700,52112000,,36884000,5932000,20516600,34569300,575207000,59357100,6942700
2022-04-12,79265200,55178000,,32710000,5957500,20128800,30966700,662258000,65976000,7446600
2022-04-13,70618900,53390000,,27928000,5643100,19231800,21907200,516943000,55121100,8052900
2022-04-14,75329400,51598000,,31598000,6188200,18379500,28221600,569097000,58422300,8191600
2022-04-18,69023900,46514000,,20808000,6318700,16580800,20778000,525701000,51715200,4744400
2022-04-19,67723800,54926000,,26490000,14380800,20089900,22297700,512781000,49847700,5028800
2022-04-20,67929800,59630000,,31696000,8044900,43036500,22906700,468974000,70711200,7178300
2022-04-21,87227800,63970000,,36446000,6969200,49954100,29454600,656209000,105416400,8850300
2022-04-22,84882400,73078000,,56884000,8003600,36426800,29405800,624713000,69696600,6201100
2022-04-25,96046400,61874000,,46128000,11176500,29281100,35678900,641566000,68341200,6839400
2022-04-26,95623200,77530000,,73054000,10190000,31747400,46518400,653143000,136133700,8155300
2022-04-27,88063200,71336000,,91820000,11090100,71062900,63477700,499460000,76956300,15955800
2022-04-28,130216800,117316000,,48884000,9403900,100890600,33646600,570327000,124948500,10799100
2022-04-29,131747600,272662000,,42676000,8463100,49193400,37073900,500435000,88133100,7965000
2022-05-02,123055300,148788000,,35534000,7145400,49915300,35151100,572049000,75781500,8803700
2022-05-03,88966500,79134000,,24968000,5898700,41556300,25978600,475751000,63709500,6616900
2022-05-04,108256500,110746000,,49916000,5923000,41375900,33599300,648855000,81643800,7191100
2022-05-05,130525300,144392000,,45840000,7089200,41129200,43260400,626331000,92519100,7749600
2022-05-06,116124600,124260000,,39710000,6434000,34747200,37780300,633297000,72903000,8825300
2022-05-09,131577900,128124000,,40802000,7855200,36303200,47726000,644455000,90810300,10314100
2022-05-10,115366700,105434000,,39900000,8186700,34452500,39336400,761474000,84401700,11016500
2022-05-11,142689800,109704000,,37534000,6138900,31153400,48975900,670167000,97224600,9427300
2022-05-12,182602000,132026000,,53836000,6898600,38262200,51033800,708728000,140313000,9308600
2022-05-13,113990900,93684000,,35038000,7732200,24549800,34925100,670437000,92150700,6684500
2022-05-16,86643800,74566000,,25990000,5516700,27112600,32550900,521446000,86098500,5161300
2022-05-17,78336300,76448000,,23054000,5751100,24872700,28828800,585830000,80236200,7265600
2022-05-18,109742900,108380000,,35126000,8608800,23960000,31356000,545161000,87811800,8748200
2022-05-19,136095600,88142000,,34144000,6874500,24446900,32692300,621310000,90296700,9012400
2022-05-20,137426100,99500000,,48962000,7522100,31465600,39199300,739105000,144973200,6966600
2022-05-23,117726300,107798000,,37184000,7040800,25059200,33175400,639889000,88903500,12187400
2022-05-24,104132700,102934000,,76780000,6419800,50406300,29043900,588550000,89092500,7458500
2022-05-25,92482700,93120000,,40258000,6558900,28030200,28547900,781132000,92139300,5457200
2022-05-26,90601500,93002000,,37948000,6897600,23056500,25002100,996575000,106003200,9212300
2022-05-27,90978500,93660000,,37914000,5853600,22562700,26910800,738379000,89295000,4897200
2022-05-31,103718400,144634000,,50012000,16391400,26131100,37827700,664100000,101914500,9586400
2022-06-01,74286600,127528000,,36606000,5175400,36623500,25292200,544514000,77247900,5246100
2022-06-02,72348100,100560000,,37992000,8666500,31951600,44008200,648656000,93473100,5337200
2022-06-03,88570300,97604000,,26136000,4234200,19465000,28059000,598779000,112393800,4352500
2022-06-06,71598400,135269000,,33542000,5386500,30574200,22400300,422406000,84204600,3965100
2022-06-07,67808200,85156700,,31590000,5447800,18828700,22860700,388914000,72808500,4493300
2022-06-08,53950200,64926600,,26108000,4333100,22267200,17372300,363252000,76210500,3646300
2022-06-09,69473000,67029800,,25798000,5509600,23501600,26439700,395574000,96491400,5138600
2022-06-10,91437900,87266000,,41452000,6647300,27450800,31422800,465248000,97536600,5162500
2022-06-13,122207100,99277700,,47252000,7997000,31749300,46135800,604153000,102767400,7119200
2022-06-14,84784300,69728800,,33706000,7116800,27244300,28651500,469680000,97988700,6441200
2022-06-15,91533000,85011100,,39698000,7796100,30008300,33111700,563936000,119131800,6490000
2022-06-16,108123900,82186300,,51684000,7056700,26944100,33169200,545749000,107390700,9887200
2022-06-17,134520300,99772100,,51376000,12486600,31374200,43084800,630334000,92641800,15089300
2022-06-21,81000500,70901200,,47416000,8219700,50724900,29928300,483089000,122793000,6241600
2022-06-22,73409200,60040100,,30774000,10593100,47267800,25939900,437135000,101107500,5138500
2022-06-23,72433800,64345300,,28362000,10223500,40499200,25861400,463680000,104202600,4752800
2022-06-24,89116800,69867600,,41164000,9374400,68736000,33923200,472153000,95770800,7754800
2022-06-27,70207900,62133200,,36420000,5908600,29174600,24615100,427968000,89178300,6121200
2022-06-28,67083400,74942900,,35792000,9245700,27744500,27295500,461149000,90391200,4354200
