Date,AAPL,AMZN,BRK.B,GOOGL,JNJ,META,MSFT,NVDA,TSLA,V
2022-06-29,66242400,66375300,,24716000,7097900,28595200,20069800,482352000,82897200,4324600
2022-06-30,98964500,97679400,,43170000,10777200,35250600,31730900,686070000,94600500,7045200
2022-07-01,71051600,73021200,,35476000,5498400,31423900,22837700,577610000,74460300,4131800
2022-07-05,73353800,76583700,,39342000,5676400,28618600,22941000,651397000,84581100,4110200
2022-07-06,74064300,66958900,,37432000,5335600,23085900,23824400,529066000,71853600,4111200
2022-07-07,66253700,57872300,,40936000,5725800,24083400,20859900,492903000,81930600,4650700
2022-07-08,64547800,45719700,,38238000,3828300,19249200,19658800,467972000,101854200,3621800
2022-07-11,63141600,53487600,,31196000,3645200,21885600,19455200,437321000,99241200,5353600
2022-07-12,77588800,54280300,,29960000,4708800,16639700,35868500,458483000,87930900,6779500
2022-07-13,71185600,61353800,,43722000,5291700,16555100,29497400,521918000,97954500,7597300
2022-07-14,78140700,51163100,,37004000,5359600,23765200,25102800,456235000,78557400,5605500
2022-07-15,76259900,84317800,,46770000,5691100,23342800,29774100,385935000,69683100,7245700
2022-07-18,81420900,59115400,,43164600,7605700,23574300,20975000,670517000,82537500,4648900
2022-07-19,82982400,60990000,,36530900,13256400,25933700,25012600,702366000,80890200,4927100
2022-07-20,64823400,71268300,,35600400,7455800,24784300,22788300,760538000,88864200,4460300
2022-07-21,65086600,60239900,,32676200,5729200,27195800,22404700,557049000,142032300,4801300
2022-07-22,66675400,51463800,,48901200,4257000,42583900,21881300,536671000,103472700,5071500
2022-07-25,53623900,50221300,,34690900,4437300,26166300,21056000,480748000,64073400,4357200
2022-07-26,55138700,67075100,,47991000,4525500,28468400,39348000,397865000,66820800,6141000
2022-07-27,78620700,61582000,,59858500,4648500,43846600,45994000,569776000,88110000,17432200
2022-07-28,81378700,82245500,,32816600,5513000,73214300,33459300,474646000,84723000,7477100
2022-07-29,101786900,148892900,,37223400,6451400,42065400,32152800,435460000,95313000,6059700
2022-08-01,67829400,76846900,,26034300,5461400,40596700,21539600,476469000,117042900,8028400
2022-08-02,59907000,61922400,,20236000,5794200,27374500,22754200,489527000,95577600,9939400
2022-08-03,82507500,71827800,,28499000,5010000,31721900,23518900,418146000,80091000,9520100
2022-08-04,55474100,70585000,,21602900,5651600,23938200,18098700,409652000,72256200,6789700
2022-08-05,56697000,50686900,,19159500,5235500,25832700,16774600,386068000,113172900,5553700
2022-08-08,60276900,52229000,,19138300,4629800,27299100,18739200,981859000,98994000,4063400
2022-08-09,63135500,40434700,,19086500,5532500,18655100,23405200,668263000,86244600,4596800
2022-08-10,70170500,54773800,,30930400,5603400,30262100,24687800,597422000,94918800,5746400
2022-08-11,57149200,44867300,,24293700,9328700,24079100,20065900,509327000,70155000,6639600
2022-08-12,68039400,47643500,,19096300,14606900,21274000,22619700,478094000,79657200,6443700
2022-08-15,54091700,39014600,,19494800,10072000,15878700,18085700,457666000,89359200,5290600
2022-08-16,56377100,59102900,,19041200,7453600,21156700,18102900,451240000,88136400,6564400
2022-08-17,79542000,48149800,,22847000,7406600,20118100,18253400,446799000,68766000,4902500
2022-08-18,62290100,37458700,,17987700,8312100,18844500,17186200,415447000,47500500,4516400
2022-08-19,70346300,47792800,,21809500,8128500,26240800,20570000,441588000,61395300,4178800
2022-08-22,69026800,50461500,,21456600,5462600,19499700,25061100,409593000,55843200,5139500
2022-08-23,54147100,36252100,,15870400,5566300,18111800,17527400,369986000,63984900,3525500
2022-08-24,53841500,38627000,,17734600,5684300,20891500,18137000,522661000,57259800,4230800
2022-08-25,51218200,37496300,,16956800,5678700,15550500,16583400,770691000,53230000,4495000
2022-08-26,78961000,53322700,,37245700,5667100,24023600,27549300,769127000,57163900,5060200
2022-08-29,73314000,48101600,,21191200,5259200,20052700,20338500,496132000,41864700,4476200
2022-08-30,77906200,49203000,,27513300,6973300,19567900,22767100,530181000,50541800,3918200
2022-08-31,87991100,53648700,,28627000,8741700,40953000,24791800,573710000,52107300,6559000
2022-09-01,74229900,56636100,,28360900,7509600,30145700,23263400,1178865000,54287000,5608300
2022-09-02,76957800,57429800,,24160700,5803700,22634200,22855400,743157000,50890100,4508100
2022-09-06,73714800,43888600,,25068300,7394600,19339800,21328200,535751000,55860000,4547800
2022-09-07,87449600,47900300,,23167000,4590600,16831200,24126700,512657000,50028900,4098300
2022-09-08,84923800,43988500,,24238300,5838400,22530800,20319900,624873000,53713100,4377600
2022-09-09,68028800,49387600,,23197700,5500600,22086800,22084700,486612000,54338100,4885600
2022-09-12,104956000,53826900,,22966800,6365300,23220400,18747700,484159000,48674600,3812300
2022-09-13,122656600,72694000,,38172900,6726400,44444100,33353300,714956000,68229600,5217900
2022-09-14,87965400,45316800,,26395100,9555700,43064200,23913000,588507000,72628700,4632800
2022-09-15,90481100,52887200,,34188300,7174500,34606300,31530900,523625000,64795500,6099300
2022-09-16,162278800,115667800,,42797200,20201500,40122800,39791800,670751000,87087800,9398200
2022-09-19,81474200,47279700,,23036800,7380900,22169500,26826900,569685000,60231200,8133600
2022-09-20,107689800,47698400,,26517100,7143400,23217400,26660300,524818000,61642800,5292500
2022-09-21,101696800,58498900,,31487300,8071200,38338600,28625600,807679000,62555700,6705900
2022-09-22,86652500,55229200,,34298600,7401100,34418500,31061200,759162000,70545400,6604700
2022-09-23,96029900,65126700,,31625400,9598600,31710700,34176000,663309000,63748400,10755800
2022-09-26,93339400,62723300,,27072700,8735500,30497000,27694200,547343000,58076900,9914600
2022-09-27,84442700,60094700,,30072800,8686700,30826500,27018700,553854000,61925200,9799600
2022-09-28,146691400,55763800,,32466300,8660900,32658500,29029700,542414000,54664800,9751000
2022-09-29,128138200,58969700,,31047200,7008100,38985400,27484200,532763000,77620600,9105200
2022-09-30,124925300,59479600,,32941500,8985200,33166400,35694800,565638000,67726600,9472300
2022-10-03,114311700,50941900,,27982000,8657000,27723100,28880400,547478000,98363500,8842300
2022-10-04,87830100,62812600,,28850800,6236100,34670700,34888400,584182000,109578500,7081400
2022-10-05,79471000,48217500,,22176900,4539400,27979300,20347100,507131000,86982700,6119900
2022-10-06,68402200,42253800,,22324000,5890700,36231100,20239900,644157000,69298400,5163000
2022-10-07,85925600,54678000,,27502800,6363500,33214800,37769600,672478000,83916800,5610300
2022-10-10,74899000,42339700,,18225100,5315600,24024000,29743600,698699000,67925000,4743800
2022-10-11,77033700,56432200,,26507100,6212200,38481400,30474000,667482000,77013200,6294500
2022-10-12,70433700,45728700,,21876400,4341700,34605200,21903900,492590000,66860700,4884300
2022-10-13,113224000,86868100,,34574500,6465100,34325700,42551800,850103000,91483000,8426400
2022-10-14,88598000,67737300,,25410700,5684600,23559400,30198600,713432000,94124500,6449400
2022-10-17,85250900,62782000,,28419200,6710800,29612200,28142300,580774000,79428800,13952100
2022-10-18,99136600,65607400,,24060700,10883600,25445000,26329600,659362000,75891900,5209200
2022-10-19,61758300,47198100,,23811100,10044600,30691000,19985700,523131000,66571500,4927000
2022-10-20,64522000,48795100,,25323200,5659900,26356300,21811000,652398000,117798100,5706700
2022-10-21,86548600,55660500,,32458700,8487600,46348600,26299700,609494000,75713800,7582500
2022-10-24,75981900,49531500,,27176400,6855500,63563400,24911200,517457000,100446800,7299200
2022-10-25,74732300,50934600,,40611400,5661900,38433200,34775500,505482000,96507900,11907200
2022-10-26,88194300,68802300,,88114100,6123800,82791500,82543200,532953000,85012500,15450000
2022-10-27,109180200,129605400,,60710900,5390900,232316600,40424600,583113000,61638800,7946700
2022-10-28,164762400,223133400,,43697300,6073900,95928300,40647700,521040000,69152400,8455600
2022-10-31,97943200,99251400,,31675000,7810000,121361400,28357300,486341000,61554300,8674100
2022-11-01,80379300,153370000,,47161400,6985000,110189600,30592300,432817000,62688800,5919500
2022-11-02,93604600,135761800,,57038300,6877300,71821100,38407000,672628000,63070300,6985600
2022-11-03,97918500,136683300,,61288000,4819900,60664000,36633900,500065000,56538800,8236200
2022-11-04,140814800,129101300,,51124900,5300900,55638100,36789100,612576000,98622200,9680100
2022-11-07,83374600,77495700,,34078900,6621000,81987300,33498000,410061000,93916500,7821300
2022-11-08,89908500,88703400,,30429000,5148400,52088300,28192500,595292000,128803400,6943700
2022-11-09,74917800,90796200,,31769100,6150000,107677300,27852900,454414000,127062700,7320200
2022-11-10,118854000,173414900,,51620100,7877500,80671000,46268000,700819000,132703000,8048900
2022-11-11,93979700,111590500,,33090500,11074700,59961700,34620200,655487000,114403600,9601000
2022-11-14,73374100,99533100,,30179500,6581500,53395000,31123300,527852000,92226600,5796100
2022-11-15,89868300,111336300,,41640800,9351000,50670500,31390100,545876000,91293800,7316100
2022-11-16,64218300,87958800,,29105200,5500900,33287800,24093300,649547000,66567600,6125300
2022-11-17,80389400,82617900,,26052600,4464100,35093800,23123500,710894000,64336000,5385600
2022-11-18,74829600,72428200,,28342300,6555700,33357700,27613500,492072000,76048900,8028500
2022-11-21,58724100,84330300,,21647400,5706600,24351100,26394700,404739000,92882700,10450900
2022-11-22,51804100,62192000,,23438500,4707900,29029000,19665700,472866000,78452300,5273100
2022-11-23,58301400,59414700,,18868100,5389200,21343100,19508500,427241000,109536700,3807300
2022-11-25,35195900,35088600,,9701400,3058600,12007600,9200800,167934000,50672700,1993500
2022-11-28,69246000,74943100,,26237500,6183100,23309400,24778200,303741000,92905200,10229400
2022-11-29,83763800,65567300,,20061700,6700500,23899200,17956300,298384000,83357100,8986900
2022-11-30,111380900,102805800,,43647500,13288000,43348600,47594200,565298000,109186400,13918100
2022-12-01,71250400,68488000,,28687100,6282600,36551400,26041500,470977000,80046200,11261500
2022-12-02,65447400,72496400,,21480700,5823900,39950500,21528500,371389000,73645900,5132800
2022-12-05,68826400,71535500,,24405100,5120600,35474900,23435300,352255000,93122700,9006300
2022-12-06,64727200,75503600,,24910700,7943500,43689200,22463700,352694000,92150800,5986000
2022-12-07,69721100,68086900,,31045400,5702600,29461100,20481500,372388000,84213300,7923800
2022-12-08,62128300,73305900,,32213300,4798500,30619400,22611800,515456000,97624500,4896500
2022-12-09,76097000,67398500,,28225400,4561000,26033400,20609700,465338000,104872300,4928400
2022-12-12,70462700,61999800,,29420000,4882400,24747100,30665100,457328000,109794500,5941700
2022-12-13,93886200,100212000,,40593700,9177500,44701100,42196900,656589000,175862700,14585000
2022-12-14,82291200,70298000,,28733600,9533600,36922000,35410900,496888000,140682300,7001700
2022-12-15,98931900,84802900,,40107000,7602400,34531000,35560400,478542000,122334500,10831800
2022-12-16,160156900,146144100,,58011800,18841800,67064000,86102000,478232000,139032200,12472900
2022-12-19,79592600,83531500,,29493000,5736000,29769900,29696400,354039000,139390600,4893600
2022-12-20,77432800,74348300,,23453800,6174700,28742500,25150800,403260000,159563300,5024900
2022-12-21,85928000,59267200,,24745600,5472000,20392800,23690600,325025000,145417400,4086900
2022-12-22,77852100,81431300,,27658300,5709100,23618100,28651700,565045000,210090300,5690300
2022-12-23,63814900,57433700,,23003000,3683400,17796600,21207000,349326000,166989700,3246000
2022-12-27,69007800,57284000,,20097300,3067300,21392300,16688600,464902000,208643400,2904900
2022-12-28,85438400,58228600,,19523200,2645400,19612500,17457100,351066000,221070500,3139200
2022-12-29,75703700,54995900,,23333500,2828800,22366200,19770700,354923000,221923300,3675500
2022-12-30,77034200,62401200,,23986300,4216600,19583800,21938500,310490000,157777300,4159400
2023-01-03,112117500,76706000,,28131200,6344900,35528500,25740000,401277000,231402800,4202800
2023-01-04,89113600,68885100,,34854800,9788800,32397100,50623400,431324000,180389000,6606200
2023-01-05,80962700,67930800,,27194400,6255300,25447100,39585600,389168000,157986300,5246000
2023-01-06,87754700,83303400,,41381500,5706000,27584500,43613600,405044000,220911100,6829700
2023-01-09,70790800,65266100,,29003900,7925300,26649100,27369800,504231000,190284000,6294500
2023-01-10,63896200,67756600,,30467800,5047500,28684400,27033900,384101000,167642500,10857000
2023-01-11,69458900,103126200,,26862000,6494800,25423000,28669300,353285000,183810800,5408200
2023-01-12,71379600,85254800,,30258100,4269400,30757700,27269500,551409000,169400900,4264400
2023-01-13,57809700,85549400,,26329200,6088000,22423800,21333300,447287000,180714100,4283200
2023-01-17,63646600,72755000,,32602400,6053300,21147600,29831300,511102000,186477000,6101100
2023-01-18,69672800,79570400,,29116700,7047800,20215500,30028700,439624000,195680300,6558000
2023-01-19,58280400,69002700,,37000400,6939500,28625200,28623000,452932000,170291900,4853100
2023-01-20,80223600,67481500,,63191100,8620600,28688600,35389800,564967000,138858100,5211000
2023-01-23,81760300,76501100,,40005100,8425400,27470100,31934000,655163000,203119200,5501500
2023-01-24,66435100,66929500,,33078500,10541800,21970200,40234400,496204000,158699100,5274900
2023-01-25,65799300,94261600,,42330000,7099800,26622000,66526600,449537000,192734300,4729600
2023-01-26,54105100,68523600,,30114000,6946100,25482100,33454500,489535000,234815100,7043400
2023-01-27,70555800,87775600,,33879800,6058100,35771900,26498900,542142000,306590600,11382600
2023-01-30,64015300,70691900,,27226200,23259100,28040100,25867400,488611000,230878800,5677400
2023-01-31,65874500,66527300,,29870700,11612500,29842100,26541100,498017000,196813500,11294200
2023-02-01,77663600,80450100,,35531100,9865300,55661000,31259900,660477000,213806300,5792700
2023-02-02,118339000,158154200,,69883800,10099000,150475700,39940400,564276000,217448300,7190000
2023-02-03,154357300,144374800,,65309300,6868500,76809700,29077300,429366000,232662000,5243600
2023-02-06,69858300,81945200,,31999600,7021000,42483800,22518000,452197000,186188100,3402400
2023-02-07,83322600,119501300,,49010200,7310800,47080700,50841400,664150000,186010300,4042600
2023-02-08,64120100,75878300,,94743500,6054700,36139100,54686000,559651000,180673600,4978600
2023-02-09,56007100,64622500,,119455000,7949500,37118800,42375100,523876000,215431400,5238400
2023-02-10,57450700,52740100,,54980700,7028000,33433600,25818500,550737000,204754100,4509700
2023-02-13,62199000,52841500,,50076100,6414700,31463200,44630900,474919000,172475500,4946700
2023-02-14,61707600,56202900,,54726100,6316000,24034600,37047900,675474000,216455700,4829400
2023-02-15,65573800,47957600,,50169000,12621800,25308900,28922400,420575000,181006400,4407300
2023-02-16,68167900,56339200,,42462600,11177000,25827500,29603600,412026000,229586500,3865900
2023-02-17,59144100,60029400,,34284100,12401900,24171300,30000100,465888000,213738500,4520200
2023-02-21,58867200,56580400,,33629300,9423900,34592600,28397400,410015000,180018600,7276100
2023-02-22,51011300,59534100,,30884000,9820200,22433200,22491100,513184000,191828500,4621800
2023-02-23,48394200,48467000,,41206400,9385100,20017800,29219100,1117995000,146360000,5533800
2023-02-24,55469600,57053800,,36585100,8689700,19791300,24990900,589716000,142228100,4414400
2023-02-27,44998500,47470300,,27502300,7267100,19277000,21190000,452994000,161028300,4255300
2023-02-28,50547000,43959300,,30142000,9062300,46051100,22491000,455963000,153144900,5385400
2023-03-01,55479000,52299500,,31111200,6767000,30998400,27565300,460026000,156852800,4792700
2023-03-02,52238100,55509400,,32204400,8762500,17352000,24808200,389415000,181500700,5539300
2023-03-03,70732300,55759600,,35160100,5747200,45877700,30760100,412393000,154193300,6055400
2023-03-06,87558000,52112400,,32639300,8148200,33209400,24109800,437429000,128100100,5737600
2023-03-07,56182000,49100700,,27835500,7457700,36701500,21473200,515154000,148125800,4386800
2023-03-08,47204800,44899100,,34103300,6230500,19432400,17340200,513573000,151897800,4194900
2023-03-09,53833600,56218700,,28813500,7439400,26582800,26653400,501257000,170023800,5066700
2023-03-10,68572400,69827500,,35941000,8504300,25665000,28333900,474866000,191488900,6638900
2023-03-13,84457100,72397100,,37335600,10799600,24728000,33339700,421890000,167790300,6810800
2023-03-14,73695900,60912700,,36050200,8421200,41642600,33620300,474910000,143717900,7985600
2023-03-15,77167900,70731800,,50622100,7757700,42123600,46028000,524486000,145995600,8372200
2023-03-16,76161100,84446900,,65492000,7605500,50447100,54768800,583253000,121136800,13674600
2023-03-17,98944600,87300200,,61028500,20540700,50141100,69527400,848547000,133197100,18801200
2023-03-20,73641400,62388900,,32960400,7129000,25186300,43466600,432747000,129684400,9817400
2023-03-21,73938300,58597300,,42110300,8376800,31827000,34558700,547408000,153391400,8971400
2023-03-22,75701800,57475400,,43427400,7943500,28477800,34873300,797295000,150376400,6700600
2023-03-23,67622100,57559300,,40797800,9051500,27389700,36610900,564889000,144193900,6427700
2023-03-24,59196500,56095400,,30393300,5696200,27716400,28172000,454920000,116312400,4791500
2023-03-27,52390300,46721300,,31120900,6772300,18527200,26840200,361026000,120851600,7210900
2023-03-28,45992200,38720100,,32057900,6115300,19127300,21878600,356104000,98654600,6418400
2023-03-29,51305700,49783300,,28779600,6012000,18851100,25087000,393694000,123660000,4483000
2023-03-30,49501700,53633400,,33086200,4555700,22608300,25053400,364516000,110252200,5383900
2023-03-31,68749800,56750300,,36863400,9890000,25440300,32766000,433933000,170222100,9509000
2023-04-03,56976200,41135700,,25035400,6841900,17924600,24883300,398716000,169545900,6421500
2023-04-04,46278300,48662500,,24420100,8314500,21026400,25824300,368592000,126463800,5254700
2023-04-05,51511700,45175400,,28290500,16704200,19396600,22064800,515015000,133882500,4813600
2023-04-06,45390100,43808000,,48711500,9615400,26104400,29770300,397654000,123857900,4285200
2023-04-10,47716900,37261200,,27067400,5354000,16106100,23103000,395279000,142154600,4952200
2023-04-11,47644200,60417800,,26311800,5903800,16710100,27276600,314378000,115770900,4513300
2023-04-12,50133100,56735000,,24370300,5764100,18972200,27403400,446259000,150256300,4373000
2023-04-13,68445600,67925100,,24843600,5640600,23310400,24222700,353615000,112933000,7615500
2023-04-14,49386500,51450500,,26578000,7225100,21591200,20987900,395660000,96438700,9781300
2023-04-17,41516200,39919500,,37571200,8046400,15481900,23836200,321471000,116662200,4865000
2023-04-18,49923000,39790500,,26596400,14571500,12281000,20161800,604812000,92067000,4796200
2023-04-19,47720200,58398900,,20905700,6752000,15898100,17150300,358660000,125732700,3833900
2023-04-20,52456400,57696900,,27820800,9498800,16475400,23244400,427713000,210970800,4925700
2023-04-21,58337300,86774200,,25800100,7014200,17717200,21676400,345103000,123539000,6771500
2023-04-24,41949600,69575600,,23542800,5278900,15750900,26611000,339282000,140006600,9124100
2023-04-25,48714100,65026800,,46664100,6263100,19198200,45772200,378527000,121999300,6076500
2023-04-26,45498800,73803800,,53347600,5518200,41992700,64599200,406337000,153364100,8400400
2023-04-27,64902300,149961200,,50089200,5739700,71196500,46462600,377161000,127015200,7128200
2023-04-28,55209200,130565000,,36139800,6023400,39554000,36446700,292216000,122515800,11627900
2023-05-01,52472900,74728100,,26681700,4893400,29143900,21294100,570329000,109015000,4571100
2023-05-02,48425700,73469400,,30997200,7541700,24350100,26404400,402730000,128259700,5244000
2023-05-03,65136000,65051900,,21795400,5937200,34463900,22360800,383387000,119728000,4093300
2023-05-04,81235400,45345500,,23419500,5128000,17889400,22519900,321850000,95108500,5648700
2023-05-05,113316400,56912900,,26625100,5193700,26978900,28181200,361494000,107440900,6237000
2023-05-08,55962800,49430900,,26511400,4994900,16400500,21318600,344979000,112249400,2938400
2023-05-09,45326900,44089400,,36360100,5520500,16865600,21340800,314869000,88965000,4352100
2023-05-10,53724500,78627600,,63153400,6756600,19119000,30078000,369350000,119840700,5245000
2023-05-11,49514700,74924800,,78900000,5867600,20449000,31680200,322149000,103889900,3818000
2023-05-12,45497800,49810100,,41073800,3904200,16155300,19758100,274222000,157577100,3430300
2023-05-15,37266700,53011100,,36266800,5104500,20653200,16336500,293926000,105592500,2843200
2023-05-16,42110300,71472900,,45035600,5599200,18163800,26730300,449405000,98288800,4289700
2023-05-17,57951600,65655200,,33323600,6840700,21193100,24315000,432535000,125473600,4990100
2023-05-18,65496700,73174100,,35234200,5173000,22943300,27276000,748725000,109520300,6621900
2023-05-19,55772400,54990200,,41330300,6524000,21599800,27529500,473908000,136024200,5399100
2023-05-22,43570900,70741100,,35253000,5675900,27738500,24115700,372000000,132001400,3987800
2023-05-23,50747300,67576300,,34046300,5793000,17748100,30797200,356253000,156952100,8537200
2023-05-24,45143500,63487900,,34182600,5015100,17724300,23384900,721419000,137605100,6730800
2023-05-25,56058300,66496700,,42317000,6886100,22371400,43301700,1543911000,96870700,6827600
2023-05-26,54835000,96779900,,35635900,6845400,25727200,36630600,714397000,162061500,5067300
2023-05-30,55964400,64314800,,35076700,5593100,23816500,29503100,923401000,128818700,6916000
2023-05-31,99625300,72800800,,37325800,11324600,25473700,45950600,1002580000,150711700,20460600
2023-06-01,68901800,54375100,,30772700,7901300,25609500,26773900,635873000,148029900,7003600
2023-06-02,61945900,61215000,,26963100,7657200,19405300,25864000,482731000,164129000,5895500
2023-06-05,121946500,47950100,,32305500,6430500,20742900,21307100,396094000,151143100,4858900
2023-06-06,64848400,45695200,,26638300,5073600,19419000,20396200,388729000,146911600,6020100
2023-06-07,61944600,95663300,,52539000,6504300,26163600,40717100,511998000,185710800,8517200
2023-06-08,50214900,62159300,,29389200,5818400,20899400,23277700,417772000,164489700,6248200
2023-06-09,48870700,51330000,,23762500,6264400,16938500,22514900,427717000,199882300,6385000
2023-06-12,54274900,51338000,,28306400,6510600,15442500,24260300,388701000,150337900,8621100
2023-06-13,54929100,50564800,,22278300,6066800,16164000,22951300,613208000,162384300,6868700
2023-06-14,57462900,52422500,,30592300,6699100,19175100,26003800,740465000,170575500,9160700
2023-06-15,65433200,60458500,,35246300,7138300,25973500,38899100,568622000,160171200,12534000
2023-06-16,101235600,84188100,,45514000,13425100,43102500,46533600,655709000,167563700,13628500
2023-06-20,49799100,56930100,,26097500,7995800,20701600,26375400,451153000,165611200,12312300
2023-06-21,49515700,52137700,,30306300,7177500,20556200,25117800,551603000,211797100,7032100
2023-06-22,51245300,90354600,,26952200,5485900,17563100,23556800,417737000,166875900,6275500
2023-06-23,53079300,71855200,,34885300,9450700,50988400,23084700,358140000,176584100,5422500
2023-06-26,48088700,59989300,,33969900,6978800,24232700,21520600,594322000,179990600,5165400
2023-06-27,50730800,46801000,,39535900,4927500,26108300,24354100,462175000,164968200,4628500
2023-06-28,51216800,52149500,,27091400,6780400,16722100,20259500,582639000,159770800,5324500
2023-06-29,46347300,40761000,,24090900,4547500,15395700,16997000,380514000,131283400,7118900
2023-06-30,85069600,54310500,,29519700,7580000,19676000,26823800,501148000,112267600,6879100
2023-07-03,31458200,28264800,,14467900,4033700,8629300,12508700,198209000,119685900,3087400
2023-07-05,46920300,35895400,,27584800,7224600,33865500,18172400,323618000,131530900,7601200
2023-07-06,45094300,40639900,,24745200,6332500,47600500,28161200,303582000,120332100,6441800
2023-07-07,46778000,41928700,,21692600,7021700,25546200,21185300,355881000,113602000,5729200
2023-07-10,59922200,61889300,,35315200,5739200,37058300,32791400,353908000,119425400,4858900
2023-07-11,46638100,49951500,,23078800,6607000,27585900,26698200,298244000,91972400,3857100
2023-07-12,60750200,54022800,,30404400,6940400,36677100,29995300,481277000,95672100,6116000
2023-07-13,41342300,61170900,,44297900,6401700,30281000,20567200,478204000,112681500,5819600
2023-07-14,41573900,54388100,,33266800,5361700,22576000,28302200,772075000,119771100,4940600
2023-07-17,50520200,48450200,,25716200,5486800,25323100,20363900,510488000,131569600,4328100
2023-07-18,48353800,54969100,,26226400,6332500,20764600,64872700,569164000,112434700,7674700
2023-07-19,80507300,54531000,,37224000,7522600,21763700,39732900,427502000,142355400,4835500
2023-07-20,59581200,59820600,,37906800,21892900,23836900,33778400,537865000,175158300,4695000
2023-07-21,71917800,133265000,,72937900,12076500,42089700,69368900,963769000,161050100,5426800
2023-07-24,45377800,45591100,,29686100,15155400,24915700,26678100,382516000,136508500,6010000
2023-07-25,37283200,39236700,,52509600,13790100,19585600,41637700,348081000,112757300,4997500
2023-07-26,47471900,53910100,,61682100,14288200,47256900,58383700,364237000,95856200,7551400
2023-07-27,47460200,52610700,,44952100,12446400,64229200,39635300,455976000,103697300,8160100
2023-07-28,48291400,46317400,,36591200,14138800,39220300,28484900,331194000,111446000,6794800
2023-07-31,38824100,41901500,,28055500,22632700,25799600,25446000,251055000,84582200,4799600
2023-08-01,35175100,42098500,,23166800,15810300,22817900,18311900,237858000,83166000,4627300
2023-08-02,50389300,51027600,,26273300,14595600,20461100,27761300,530142000,101752900,4868200
2023-08-03,61235200,88585200,,20089500,17424800,15180200,18253700,324176000,97569100,5033800
2023-08-04,115799700,152938700,,26130000,23414300,17600200,23727700,362666000,99242600,5167700
2023-08-07,97576100,71213100,,22746300,17736400,16236500,17741500,322154000,111097900,5649800
2023-08-08,67823000,51710500,,23535200,27378700,15183500,22327600,353843000,96642200,5080600
2023-08-09,60378500,50017300,,24912900,42974400,19955800,22373300,586449000,101596300,4055000
2023-08-10,54686900,58928400,,20857800,48213800,14358900,20113700,492705000,109498600,4778000
2023-08-11,51988100,42832100,,19569200,45904100,13967800,24342600,533085000,98866600,3606800
2023-08-14,43675600,47148700,,24695600,64036900,15641900,18836100,690286000,98595300,4351100
2023-08-15,43622600,42781500,,19770700,88958100,11623600,16966300,676512000,88197600,3770100
2023-08-16,46964900,41675900,,25216100,85832700,18547700,20698900,527451000,112484500,3218600
2023-08-17,66062900,48354100,,33446300,70904200,23950100,21257200,452395000,120718400,4177600
2023-08-18,61114200,48469400,,30491300,49617200,34061200,24744800,583768000,135813700,4344800
2023-08-21,46311900,41442500,,25248700,151319500,20181500,24040000,692573000,135702700,3573600
2023-08-22,42084200,32935100,,22067500,56835400,12999900,16102000,755293000,130597900,3848700
2023-08-23,52722800,42801000,,27819700,119011400,18287000,21166400,779046000,101077600,4947700
2023-08-24,54945800,43646300,,28500700,70755100,18360900,23281400,1156044000,99777400,4570700
2023-08-25,51449600,44147500,,26762900,18185500,23701400,21684100,925341000,106612200,3541500
2023-08-28,43820700,34108400,,20543300,18458000,14239300,14808500,685192000,107673700,3741500
2023-08-29,53003900,38646100,,43075600,12208600,20844500,19284600,701397000,134047600,3975600
2023-08-30,60813900,36137000,,28315800,9939100,17717000,15222100,735206000,121988400,4573300
2023-08-31,60794500,58781300,,30053800,15333000,17229900,26411000,528570000,108861700,5532600
2023-09-01,45732600,40948300,,21524600,8609500,12819800,14931200,463830000,132272500,4111800
2023-09-05,45280000,40636700,,19403100,9019800,14956000,18553900,382653000,129469600,4459600
2023-09-06,81755800,41785500,,18684500,9753800,15418100,17535800,468670000,116959800,4520300
2023-09-07,112488800,48498900,,18844300,9931800,33748700,18381000,433330000,115312900,4007900
2023-09-08,65551300,38348200,,23558300,6957000,17548000,19530100,473069000,118367700,3309100
2023-09-11,58953100,56764500,,20763400,6309300,19489300,16583300,473966000,174667900,2995800
2023-09-12,90370200,42668500,,18405500,6045800,13480400,17565500,349256000,135999900,3499600
2023-09-13,84267900,60465200,,20749500,7397500,13210900,16544400,398355000,111673700,5657000
2023-09-14,60895800,64033600,,24751000,7758400,19343100,20267000,370097000,107709800,12000000
2023-09-15,109205100,102861700,,38908400,13388900,28106400,37666900,506831000,133422800,13051300
2023-09-18,67257600,42823500,,21861300,5789000,14234200,16834200,500271000,101543300,4771600
2023-09-19,51826900,61482500,,20353700,5550800,15924400,16505900,373064000,103704000,4709000
2023-09-20,58436200,46263700,,29927500,3837400,19379500,21436500,367108000,122514600,5756600
2023-09-21,63047900,70234800,,31488700,4526700,21300500,35529500,450736000,119531000,6881500
2023-09-22,56725400,59904300,,26397300,4976700,25369600,21447900,479236000,127524100,5935500
2023-09-25,46172700,46017800,,20094600,6722500,18987000,17836000,419091000,104636600,5921600
2023-09-26,64588900,73048200,,25718700,4904800,19417200,26297600,402282000,101993600,6193200
2023-09-27,66921800,66553400,,22746500,10211600,36429800,19410100,444935000,136597200,6006700
2023-09-28,56294400,54555000,,22513100,7861900,22167100,19683600,424663000,117058900,4203900
2023-09-29,51814200,62377600,,30848100,7679900,25356600,24140300,397830000,128346200,6044200
